map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
53,-0.03,90,False,0.0%,0.0%,0.0%,0.16,0.6,5.87,6.563,1.0000,0.8667,0.6487,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0078,-0.0210,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.9321,+5.5377,+9.0000,+0.0000,+0.0000
54,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.05,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
55,-0.00,90,False,0.0%,0.0%,0.0%,0.33,0.6,5.48,3.223,1.0000,0.9444,0.9786,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0046,+0.0013,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5084,-0.3290,+9.0000,+0.0000,+0.0000
57,-6.52,74,True,0.0%,0.0%,0.0%,0.01,0.6,5.35,17.546,0.9910,0.9459,0.8603,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,-0.0104,-0.0058,+0.0000,+0.0000,-7.4000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,-1.3369,+1.5229,+7.4000,+0.0000,+74.0000
58,0.95,1,True,0.0%,0.0%,0.0%,inf,0.9,4.98,3.499,0.6667,1.0000,0.5053,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.0500,+0.0000,-0.0004,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0959,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,1.2,4.95,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,-0.28,90,False,0.0%,0.0%,0.0%,0.14,0.7,6.16,9.884,0.9815,0.8222,0.6525,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2500,-0.0061,-0.0210,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+5.0000,-0.7599,+5.5324,+9.0000,+0.0000,+0.0000
68,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.42,0.000,1.0000,1.0000,0.0694,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0007,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.1848,+0.0000,+0.0000,+0.0000
70,1.00,40,True,0.0%,0.0%,0.0%,0.01,0.6,5.30,13.788,1.0000,1.0000,0.8935,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0001,-0.0022,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0100,+0.5850,+4.0000,+0.0000,+0.0000
71,-3.86,16,False,100.0%,100.0%,0.0%,0.26,0.7,5.33,7.096,0.9583,0.0000,0.8170,-3.7096,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0452,-0.0003,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-5.3640,+0.0675,+1.6000,+0.0000,+0.0000
73,-0.11,90,False,0.0%,0.0%,0.0%,0.31,0.7,6.28,5.004,0.9926,0.8889,0.9123,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0083,-0.0033,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.9686,+0.8581,+9.0000,+0.0000,+0.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.19,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
75,-0.00,90,False,0.0%,0.0%,0.0%,0.16,0.6,5.51,8.320,1.0000,0.8222,0.9335,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0005,-0.0020,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0820,+0.5236,+9.0000,+0.0000,+0.0000
76,-5.54,9,False,100.0%,100.0%,0.0%,0.14,0.7,4.68,16.104,0.9259,1.0000,0.9717,-4.5439,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0000,+0.0001,+0.0000,+0.0000,-0.9000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0022,-0.0191,+0.9000,+0.0000,+9.0000
77,0.95,1,True,0.0%,0.0%,0.0%,inf,0.9,5.15,0.916,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.0500,-0.0022,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1919,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.75,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.07,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
82,-0.48,90,False,0.0%,0.0%,0.0%,0.35,0.7,6.89,8.892,0.9926,0.3111,0.6164,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.3804,-0.0003,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-46.0651,+0.0826,+9.0000,+0.0000,+0.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,1.0,5.37,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.14,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,1.0,4.87,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.69,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.17,1.112,1.0000,1.0000,0.7567,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0002,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0436,+0.1000,+0.0000,+0.0000
93,0.95,1,True,0.0%,0.0%,0.0%,inf,1.1,4.79,2.034,0.6667,1.0000,0.8876,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.0500,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0159,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.07,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
97,-0.49,90,False,0.0%,0.0%,0.0%,0.36,0.6,5.37,6.313,0.9926,0.1444,0.6879,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.3921,+0.0002,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-45.9852,-0.0623,+9.0000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.16,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
100,0.63,87,True,0.0%,0.0%,0.0%,0.01,0.6,4.82,14.327,0.9732,0.9770,0.7157,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.3500,+0.0003,-0.0172,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+7.0000,+0.0209,+4.5156,+8.7000,+0.0000,+0.0000
101,-2.46,33,True,0.0%,0.0%,0.0%,0.01,0.6,4.76,19.071,0.9697,1.0000,0.6129,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1500,+0.0001,-0.0092,+0.0000,+0.0000,-3.3000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0081,+2.4128,+3.3000,+0.0000,+33.0000
105,-0.16,90,False,0.0%,0.0%,0.0%,0.43,0.6,6.03,7.540,0.9889,0.9778,0.8693,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1500,-0.0054,-0.0067,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,-0.6912,+1.7650,+9.0000,+0.0000,+0.0000
107,-3.47,90,False,0.0%,0.0%,0.0%,0.40,0.8,6.06,13.718,0.9963,0.9333,0.6571,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0500,-0.0025,-0.0217,+0.0000,+0.0000,-3.4000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-0.3390,+5.6987,+9.0000,+0.0000,+34.0000
108,-0.12,90,False,0.0%,0.0%,0.0%,0.23,0.7,6.07,1.387,0.9926,0.9222,0.8087,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0089,-0.0109,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.8418,+2.8746,+9.0000,+0.0000,+0.0000
110,-0.12,90,False,0.0%,0.0%,0.0%,0.18,1.0,5.85,6.021,0.9926,0.8556,0.7847,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0101,-0.0123,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.1939,+3.2244,+9.0000,+0.0000,+0.0000
114,-0.03,90,False,0.0%,0.0%,0.0%,0.26,1.0,6.29,5.109,1.0000,0.8222,0.8927,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0220,-0.0042,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.5352,+1.1041,+9.0000,+0.0000,+0.0000
115,-0.00,90,False,0.0%,0.0%,0.0%,0.24,0.9,6.94,5.335,1.0000,0.9778,0.9754,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0026,+0.0010,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3124,-0.2701,+9.0000,+0.0000,+0.0000
118,-0.49,90,False,0.0%,0.0%,0.0%,0.02,1.1,6.92,4.334,0.9741,0.6444,0.3934,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3500,-0.1203,-0.0243,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+7.0000,-13.5161,+6.4001,+9.0000,+0.0000,+0.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.24,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0015,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
120,-0.12,90,False,0.0%,0.0%,0.0%,0.19,0.9,6.10,7.950,0.9926,1.0000,0.6289,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0003,-0.0240,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0223,+6.3151,+9.0000,+0.0000,+0.0000
121,-0.01,90,False,0.0%,0.0%,0.0%,0.22,0.6,5.87,0.825,1.0000,1.0000,0.8505,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0003,-0.0081,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0220,+2.1395,+9.0000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,1.4,5.12,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,0.00,90,False,0.0%,0.0%,0.0%,0.01,0.7,5.76,2.388,0.8519,1.0000,0.9635,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+40.0000,+0.0223,-0.0341,+9.0000,+1.3000,+0.0000
131,-3.16,36,False,0.0%,0.0%,100.0%,0.29,0.7,5.96,5.424,0.9722,0.0000,0.5552,+0.0000,-3.0000,+0.0000,+0.0000,+0.0000,-0.1500,+0.0001,-0.0116,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0064,+3.0637,+3.6000,+0.0000,+0.0000
