map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
18,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.19,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1136,+0.0000,+0.1000,+0.0000,+0.0000
21,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.04,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.1000,+0.0000
22,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.91,0.000,0.6667,1.0000,0.7908,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0364,+0.1000,+0.0000,+0.0000
24,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.95,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
27,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,4.94,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
28,-4.60,75,True,0.0%,0.0%,0.0%,0.01,0.6,5.26,15.457,0.9067,0.9733,0.6281,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0000,-0.0013,+0.0000,+0.0000,-5.6000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+21.0000,-0.1476,+5.0842,+7.5000,+0.0000,+56.0000
29,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.16,0.666,0.0000,0.0000,0.5062,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0001,+0.0957,+0.1000,+0.1000,+0.0000
31,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.93,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.1000,+0.0000
32,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.76,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1136,+0.0000,+0.1000,+0.0000,+0.0000
33,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,5.17,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
35,-0.70,90,False,0.0%,0.0%,0.0%,0.05,0.8,5.42,11.707,0.9296,1.0000,0.5826,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0018,+0.0000,+0.0000,-0.7000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+19.0000,+0.0219,+7.1647,+9.0000,+0.0000,+7.0000
37,-6.10,71,True,0.0%,0.0%,0.0%,0.01,0.5,5.10,26.962,0.9906,0.9718,0.8826,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0004,-0.0003,+0.0000,+0.0000,-7.1000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,-3.1868,+1.1484,+7.1000,+0.0000,+71.0000
39,-0.00,90,False,0.0%,0.0%,0.0%,0.20,0.7,6.29,9.541,0.9222,0.6778,0.6850,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0009,-0.0011,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+21.0000,-4.8383,+4.5405,+9.0000,+0.0000,+0.0000
42,-2.40,88,True,0.0%,0.0%,0.0%,0.02,0.7,6.95,14.639,0.9583,1.0000,0.9498,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-3.4000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+11.0000,+0.0219,+0.2228,+8.8000,+0.0000,+34.0000
45,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.38,0.000,0.6667,1.0000,0.9048,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0122,+0.1000,+0.1000,+0.0000
46,-0.86,28,False,100.0%,100.0%,0.0%,0.38,0.6,4.95,8.923,0.6667,0.5714,0.7695,-0.8547,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0003,-0.0002,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+28.0000,-1.3456,+0.8902,+2.8000,+0.0000,+0.0000
48,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.15,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
49,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,4.83,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
50,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.88,0.039,0.6667,1.0000,0.9900,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,-0.0061,+0.1000,+0.1000,+0.0000
53,1.00,85,True,0.0%,0.0%,0.0%,0.01,0.6,6.09,10.423,0.9137,1.0000,0.8638,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0004,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+22.0000,+0.0211,+1.7715,+8.5000,+0.0000,+0.0000
54,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.22,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
55,-1.30,90,False,0.0%,0.0%,0.0%,0.11,0.6,4.97,7.876,0.9852,0.8889,0.8630,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0003,-0.0004,+0.0000,+0.0000,-1.3000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+4.0000,-1.7620,+1.7472,+9.0000,+0.0000,+13.0000
57,-4.80,58,True,0.0%,0.0%,0.0%,0.01,0.6,5.77,22.380,0.9713,0.8966,0.8593,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0003,-0.0003,+0.0000,+0.0000,-5.8000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+5.0000,-1.9284,+1.1814,+5.8000,+0.0000,+58.0000
58,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.19,3.499,0.6667,1.0000,0.5060,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0957,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,4.74,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,-1.00,90,False,0.0%,0.0%,0.0%,0.04,0.8,6.67,11.990,0.9296,0.8333,0.6768,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,-0.0013,+0.0000,+0.0000,-1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+19.0000,-0.3858,+5.2332,+9.0000,+0.0000,+10.0000
68,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.16,0.000,0.6667,1.0000,0.0692,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.1849,+0.1000,+0.0000,+0.0000
70,-1.10,36,True,0.0%,0.0%,0.0%,0.01,0.6,5.26,15.256,0.9537,1.0000,0.8925,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-2.1000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+5.0000,+0.0090,+0.5344,+3.6000,+0.0000,+21.0000
71,-0.20,24,False,0.0%,0.0%,100.0%,0.23,0.8,5.55,6.674,0.8194,0.0000,0.5868,+0.0000,-0.2000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0028,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+13.0000,-12.8618,+0.1025,+2.4000,+0.0000,+0.0000
73,-2.20,81,True,0.0%,0.0%,0.0%,0.01,0.8,6.53,12.983,0.8066,0.9506,0.8508,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0003,-0.0005,+0.0000,+0.0000,-3.2000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+47.0000,-2.0071,+1.8705,+8.1000,+0.0000,+32.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.21,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.1000,+0.0000
75,-0.00,90,False,0.0%,0.0%,0.0%,0.05,0.6,5.30,10.783,0.9370,0.8778,0.9326,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+17.0000,+0.0222,+0.5575,+9.0000,+0.0000,+0.0000
76,-2.12,13,False,100.0%,100.0%,0.0%,0.12,0.8,5.41,15.034,0.9487,0.7692,0.9660,-1.5165,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.6000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.0085,-0.0170,+1.3000,+0.0000,+6.0000
77,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.06,0.916,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.2186,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,7.03,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.85,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
82,-2.30,84,False,0.0%,0.0%,100.0%,0.09,0.9,7.72,12.323,0.8492,0.3929,0.7492,+0.0000,-0.2000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0042,-0.0005,+0.0000,+0.0000,-2.1000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+38.0000,-24.5968,+1.9094,+8.4000,+0.0000,+21.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,1.0,5.48,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.26,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.1000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,0.9,4.82,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.20,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.73,1.112,0.6667,1.0000,0.7566,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0436,+0.1000,+0.0000,+0.0000
93,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.23,2.034,0.6667,1.0000,0.8876,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0159,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.00,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.1000,+0.0000
97,-0.93,37,False,100.0%,100.0%,0.0%,0.30,0.7,5.61,7.237,0.7117,0.4054,0.8042,-0.9251,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0017,-0.0001,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+32.0000,-8.2333,+0.4428,+3.7000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.85,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1136,+0.0000,+0.1000,+0.0000,+0.0000
100,-5.50,90,False,0.0%,0.0%,0.0%,0.08,0.6,5.40,15.745,0.9741,0.9889,0.8026,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0008,+0.0000,+0.0000,-5.5000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+7.0000,+0.0220,+3.0307,+9.0000,+0.0000,+55.0000
101,-2.00,30,True,0.0%,0.0%,0.0%,0.02,0.6,4.93,20.806,0.9667,1.0000,0.6153,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0005,+0.0000,+0.0000,-3.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0074,+2.1779,+3.0000,+0.0000,+30.0000
105,-6.00,90,False,0.0%,0.0%,0.0%,0.03,0.7,5.99,16.249,0.9222,0.9556,0.7039,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0012,+0.0000,+0.0000,-6.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+21.0000,+0.0058,+4.8505,+9.0000,+0.0000,+60.0000
107,-6.26,45,False,100.0%,100.0%,0.0%,0.60,0.7,5.89,18.479,0.9778,0.9111,0.5035,-1.7631,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0000,-0.0011,+0.0000,+0.0000,-4.5000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,-0.3826,+4.2395,+4.5000,+0.0000,+45.0000
108,-0.00,90,False,0.0%,0.0%,0.0%,0.21,0.6,5.41,1.790,0.9889,0.9222,0.8036,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0004,-0.0007,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,-0.8418,+2.9694,+9.0000,+0.0000,+0.0000
110,-0.00,90,False,0.0%,0.0%,0.0%,0.20,0.7,6.39,5.409,0.8778,0.3778,0.6591,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0010,-0.0010,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+33.0000,-3.9447,+4.1531,+9.0000,+0.0000,+0.0000
114,-1.90,90,True,0.0%,0.0%,0.0%,0.01,0.7,5.73,10.737,0.9815,0.9444,0.8467,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0003,-0.0005,+0.0000,+0.0000,-2.9000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+5.0000,-1.6187,+2.1488,+9.0000,+0.0000,+29.0000
115,-0.30,90,False,0.0%,0.0%,0.0%,0.12,0.7,6.43,7.906,0.9926,0.9667,0.9796,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0001,+0.0000,+0.0000,-0.3000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.6337,-0.3560,+9.0000,+0.0000,+3.0000
118,-0.51,67,False,0.0%,0.0%,100.0%,0.16,0.8,6.28,11.189,0.9303,0.5522,0.4597,+0.0000,-0.2000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0054,-0.0008,+0.0000,+0.0000,-0.3000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+14.0000,-33.0143,+3.3959,+6.7000,+0.0000,+3.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.90,0.000,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0001,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1270,+0.0000,+0.1000,+0.0000,+0.0000
120,-0.90,90,False,0.0%,0.0%,0.0%,0.07,0.6,5.68,10.594,0.9556,0.8556,0.6682,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0007,-0.0013,+0.0000,+0.0000,-0.9000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+12.0000,-4.4629,+5.1224,+9.0000,+0.0000,+9.0000
121,-0.00,90,False,0.0%,0.0%,0.0%,0.22,0.6,5.03,0.825,1.0000,1.0000,0.8505,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0005,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0220,+2.1395,+9.0000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,5.39,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,1.00,29,True,0.0%,0.0%,0.0%,0.01,0.6,4.86,7.523,0.9655,1.0000,0.9315,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0072,+0.1876,+2.9000,+0.0000,+0.0000
131,-0.70,71,True,0.0%,0.0%,0.0%,0.01,0.6,5.73,10.404,0.9202,0.9014,0.5162,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0017,+0.0000,+0.0000,-1.7000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+17.0000,+0.0166,+6.6265,+7.1000,+0.0000,+17.0000
