map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
18,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.16,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
21,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.90,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
22,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.14,0.000,1.0000,1.0000,0.7904,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0007,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0886,+0.0000,+0.0000,+0.0000
24,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.17,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
27,0.00,1,False,0.0%,0.0%,0.0%,inf,1.2,4.93,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
28,-0.21,90,False,0.0%,0.0%,0.0%,0.24,0.6,5.49,7.706,0.9926,1.0000,0.7420,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0006,-0.0153,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0223,+2.0463,+9.0000,+0.0000,+0.0000
29,0.70,1,True,0.0%,0.0%,0.0%,inf,1.2,5.27,0.666,0.0000,0.0000,0.4984,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.3000,+0.0000,-0.0011,+0.0000,-0.0008,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0001,+0.1485,+0.1000,+0.1000,+0.0000
31,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,5.04,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
32,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.22,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
33,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,5.08,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
35,-1.24,90,False,0.0%,0.0%,0.0%,0.16,0.8,5.33,7.119,0.9556,1.0000,0.5203,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.2000,+0.0005,-0.0389,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+12.0000,+0.0213,+5.1920,+9.0000,+0.0000,+0.0000
37,-4.84,90,False,0.0%,0.0%,0.0%,0.27,0.5,5.13,15.429,0.9963,1.0000,0.9127,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0006,-0.0427,+0.0000,+0.0000,-4.7000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0225,+5.6882,+9.0000,+0.0000,+47.0000
39,-1.11,90,False,0.0%,0.0%,0.0%,0.23,0.6,5.98,8.769,0.9704,0.5333,0.6219,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.8000,-0.2559,-0.0539,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+8.0000,-10.2365,+7.1832,+9.0000,+0.0000,+0.0000
42,-0.23,90,False,0.0%,0.0%,0.0%,0.31,0.7,6.58,7.840,0.9926,1.0000,0.9825,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0006,-0.0312,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0225,+4.1633,+9.0000,+0.0000,+0.0000
45,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.25,0.000,1.0000,1.0000,0.9046,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0005,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0649,+0.0000,+0.0000,+0.0000
46,-4.07,26,False,100.0%,100.0%,0.0%,0.37,0.6,5.30,10.420,1.0000,0.6538,0.8478,-4.0420,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0182,-0.0062,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.7286,+0.8300,+2.6000,+0.0000,+0.0000
48,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.87,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
49,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.86,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
50,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.64,0.039,1.0000,1.0000,0.9899,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0003,+0.0000,-0.0008,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0429,+0.1000,+0.1000,+0.0000
53,-0.03,90,False,0.0%,0.0%,0.0%,0.16,0.6,5.93,6.563,1.0000,0.8667,0.6487,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0233,-0.0104,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.9321,+1.3887,+9.0000,+0.0000,+0.0000
54,1.00,1,True,0.0%,0.0%,0.0%,inf,0.8,4.51,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
55,-0.04,90,False,0.0%,0.0%,0.0%,0.33,0.5,5.18,3.223,1.0000,0.9444,0.9786,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0127,-0.0291,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5084,+3.8859,+9.0000,+0.0000,+0.0000
57,-3.97,90,False,0.0%,0.0%,0.0%,0.04,0.6,5.63,13.663,0.9889,0.9556,0.8784,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3000,-0.0294,-0.0425,+0.0000,+0.0000,-3.6000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,-1.1751,+5.6680,+9.0000,+0.0000,+36.0000
58,0.90,1,True,0.0%,0.0%,0.0%,inf,1.1,5.12,3.499,0.6667,1.0000,0.5053,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0000,-0.0003,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0439,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,4.60,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,-0.67,90,False,0.0%,0.0%,0.0%,0.14,0.7,6.82,9.838,0.9778,0.8222,0.6494,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.6000,-0.0190,-0.0520,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,-0.7598,+6.9331,+9.0000,+0.0000,+0.0000
68,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.69,0.000,1.0000,1.0000,0.0694,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0010,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.1340,+0.0000,+0.0000,+0.0000
70,0.87,54,True,0.0%,0.0%,0.0%,0.01,0.6,5.70,10.263,0.9938,1.0000,0.8907,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0003,-0.0275,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0135,+3.6632,+5.4000,+0.0000,+0.0000
71,-4.05,16,False,100.0%,100.0%,0.0%,0.26,0.8,5.20,7.096,0.9583,0.0000,0.8170,-3.7096,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.1341,-0.0022,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-5.3640,+0.2919,+1.6000,+0.0000,+0.0000
73,-0.24,90,False,0.0%,0.0%,0.0%,0.31,0.7,6.66,5.004,0.9926,0.8889,0.9123,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0242,-0.0190,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.9686,+2.5324,+9.0000,+0.0000,+0.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.89,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
75,-0.02,90,False,0.0%,0.0%,0.0%,0.16,0.5,5.45,8.320,1.0000,0.8222,0.9335,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0021,-0.0204,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0820,+2.7165,+9.0000,+0.0000,+0.0000
76,-5.65,9,False,100.0%,100.0%,0.0%,0.14,0.6,4.72,16.104,0.9259,1.0000,0.9717,-4.5439,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0001,-0.0026,+0.0000,+0.0000,-0.9000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0022,+0.3529,+0.9000,+0.0000,+9.0000
77,0.90,1,True,0.0%,0.0%,0.0%,inf,1.1,4.92,0.916,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,-0.0048,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1919,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.79,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.89,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
82,-1.36,90,False,0.0%,0.0%,0.0%,0.35,0.7,6.97,8.892,0.9926,0.3111,0.6164,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-1.1516,-0.0097,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-46.0651,+1.2962,+9.0000,+0.0000,+0.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,1.0,5.20,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.02,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,5.01,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.90,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,5.24,1.112,1.0000,1.0000,0.7567,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0007,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0956,+0.1000,+0.0000,+0.0000
93,0.90,1,True,0.0%,0.0%,0.0%,inf,1.1,5.16,2.034,0.6667,1.0000,0.8876,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0000,-0.0002,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0213,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.04,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
97,-1.35,90,False,0.0%,0.0%,0.0%,0.36,0.6,5.89,6.313,0.9926,0.1444,0.6879,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-1.1496,-0.0006,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-45.9852,+0.0795,+9.0000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,0.8,4.62,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
100,-0.15,90,False,0.0%,0.0%,0.0%,0.26,0.6,5.49,8.391,0.9963,0.9778,0.6932,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0005,-0.0502,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0219,+6.6868,+9.0000,+0.0000,+0.0000
101,-2.23,38,True,0.0%,0.0%,0.0%,0.01,0.5,4.71,16.610,0.9825,1.0000,0.6324,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.2000,+0.0002,-0.0340,+0.0000,+0.0000,-3.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,+0.0093,+4.5395,+3.8000,+0.0000,+30.0000
105,-0.16,90,False,0.0%,0.0%,0.0%,0.45,0.6,5.58,7.053,0.9963,0.9889,0.8781,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0169,-0.0431,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-0.6765,+5.7533,+9.0000,+0.0000,+0.0000
107,-3.56,90,False,0.0%,0.0%,0.0%,0.40,0.9,6.91,13.718,0.9963,0.9333,0.6571,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,-0.0085,-0.0513,+0.0000,+0.0000,-3.4000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-0.3390,+6.8416,+9.0000,+0.0000,+34.0000
108,-0.22,90,False,0.0%,0.0%,0.0%,0.23,0.7,6.49,1.387,0.9926,0.9222,0.8087,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0210,-0.0039,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.8418,+0.5188,+9.0000,+0.0000,+0.0000
110,-0.28,90,False,0.0%,0.0%,0.0%,0.18,1.0,6.82,6.021,0.9926,0.8556,0.7847,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0298,-0.0546,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.1939,+7.2754,+9.0000,+0.0000,+0.0000
114,-0.10,90,False,0.0%,0.0%,0.0%,0.26,0.9,6.07,5.109,1.0000,0.8222,0.8927,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0634,-0.0383,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.5352,+5.1056,+9.0000,+0.0000,+0.0000
115,-0.04,90,False,0.0%,0.0%,0.0%,0.24,0.7,6.27,5.335,1.0000,0.9778,0.9754,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0078,-0.0311,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3124,+4.1525,+9.0000,+0.0000,+0.0000
118,-0.72,90,False,0.0%,0.0%,0.0%,0.02,1.0,6.77,4.328,0.9889,0.6444,0.3921,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3000,-0.3459,-0.0704,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,-13.8363,+9.3860,+9.0000,+0.0000,+0.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.35,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
120,-0.38,90,False,0.0%,0.0%,0.0%,0.24,0.6,5.43,6.717,0.9889,1.0000,0.6600,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3000,+0.0006,-0.0779,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0223,+10.3862,+9.0000,+0.0000,+0.0000
121,-0.01,90,False,0.0%,0.0%,0.0%,0.22,0.6,5.90,0.825,1.0000,1.0000,0.8505,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0005,-0.0090,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0220,+1.2020,+9.0000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,1.3,4.87,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,0.00,90,False,0.0%,0.0%,0.0%,0.01,0.7,5.33,2.388,0.8519,1.0000,0.9635,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+40.0000,+0.0223,-0.0341,+9.0000,+1.3000,+0.0000
131,-3.32,36,False,0.0%,0.0%,100.0%,0.29,0.7,5.57,5.424,0.9722,0.0000,0.5552,+0.0000,-3.0000,+0.0000,+0.0000,+0.0000,-0.3000,+0.0002,-0.0235,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0064,+3.1357,+3.6000,+0.0000,+0.0000
