map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
58,1.00,1,True,0.0%,0.0%,0.0%,inf,10.8,0.23,3.499,0.6667,1.0000,0.5269,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0914,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,8.2,0.19,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,0.00,90,False,0.0%,0.0%,0.0%,0.08,26.8,3.81,11.139,0.9741,0.9778,0.9835,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+7.0000,-0.0472,-0.4313,+9.0000,+0.0000,+0.0000
68,-0.50,1,False,0.0%,0.0%,100.0%,inf,8.4,0.18,0.000,0.6667,0.0000,0.0724,+0.0000,-0.5000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.1842,+0.1000,+0.0000,+0.0000
70,1.00,48,True,0.0%,0.0%,0.0%,0.01,9.9,1.06,11.604,0.7292,1.0000,0.9595,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+39.0000,+0.0119,+0.0226,+4.8000,+0.0000,+0.0000
71,-0.96,13,False,100.0%,100.0%,0.0%,0.27,44.1,0.92,6.856,0.4103,0.3846,0.7845,-0.9638,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+23.0000,-3.9376,+0.2455,+1.3000,+0.0000,+0.0000
73,-1.60,90,False,0.0%,0.0%,0.0%,0.04,29.5,3.96,10.908,0.9963,1.0000,0.9932,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.6000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0224,-0.6093,+9.0000,+0.0000,+16.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,44.7,0.33,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
75,0.00,90,False,0.0%,0.0%,0.0%,0.07,14.5,1.79,10.120,0.9852,0.8778,0.9983,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+4.0000,+0.0225,-0.7085,+9.0000,+0.0000,+0.0000
76,0.80,30,True,0.0%,0.0%,0.0%,0.01,16.6,0.98,13.734,0.8667,0.6667,0.9980,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+12.0000,+0.0075,-0.2343,+3.0000,+0.0000,+2.0000
77,1.00,1,True,0.0%,0.0%,0.0%,inf,24.6,0.18,0.916,0.3333,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,-0.1003,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,30.7,0.25,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,42.2,0.25,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
82,0.00,90,False,0.0%,0.0%,0.0%,0.06,36.0,4.92,8.641,0.8556,0.9556,0.9771,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+39.0000,-0.7443,-0.3258,+9.0000,+0.0000,+0.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,15.3,0.26,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,22.9,0.18,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,24.9,0.27,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,9.0,0.30,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,10.4,0.20,1.112,0.6667,1.0000,0.7625,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0424,+0.1000,+0.0000,+0.0000
93,1.00,1,True,0.0%,0.0%,0.0%,inf,21.5,0.36,2.034,0.6667,1.0000,0.8962,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0141,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,39.0,0.45,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
97,0.00,90,False,0.0%,0.0%,0.0%,0.07,33.7,3.81,8.032,0.9296,0.9444,0.9720,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+19.0000,-2.6820,-0.2293,+9.0000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,24.2,0.16,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
100,-2.00,85,True,0.0%,0.0%,0.0%,0.01,12.0,1.44,14.682,0.9725,0.9882,0.9833,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-3.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+7.0000,+0.0211,-0.3973,+8.5000,+0.0000,+30.0000
101,-0.50,46,True,0.0%,0.0%,0.0%,0.01,10.8,0.79,13.914,0.6014,1.0000,0.9384,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.5000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+55.0000,+0.0113,+0.2190,+4.6000,+0.0000,+15.0000
105,-0.20,90,False,0.0%,0.0%,0.0%,0.17,21.1,2.89,13.199,0.9889,1.0000,0.9941,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0225,-0.6279,+9.0000,+0.0000,+2.0000
107,-7.80,90,False,0.0%,0.0%,0.0%,0.25,17.6,2.85,17.211,0.8296,1.0000,0.9369,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-7.8000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+46.0000,+0.0223,+0.4735,+7.9000,+0.0000,+78.0000
108,0.00,90,False,0.0%,0.0%,0.0%,0.22,17.7,2.28,1.645,0.9148,0.9556,0.9317,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+23.0000,-0.5908,+0.5626,+9.0000,+0.0000,+0.0000
110,0.00,90,False,0.0%,0.0%,0.0%,0.03,23.4,3.09,9.863,0.9444,0.9778,0.9837,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+15.0000,-0.3758,-0.4353,+9.0000,+0.0000,+0.0000
114,-1.30,63,False,100.0%,0.0%,0.0%,0.27,34.9,2.74,7.241,0.9630,1.0000,0.9925,-1.3050,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+7.0000,+0.0157,-0.4177,+6.3000,+0.0000,+0.0000
115,-1.12,67,False,100.0%,0.0%,0.0%,0.25,29.3,2.79,6.937,0.9751,1.0000,0.9932,-1.1182,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+5.0000,+0.0167,-0.4547,+6.7000,+0.0000,+0.0000
118,0.00,90,False,0.0%,0.0%,0.0%,0.28,25.5,3.45,4.931,0.8963,0.9667,0.9624,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+28.0000,+0.0219,-0.0154,+9.0000,+0.0000,+0.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,7.8,0.18,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
120,0.00,90,False,0.0%,0.0%,0.0%,0.13,19.7,2.42,9.196,0.9778,1.0000,0.9872,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,+0.0224,-0.4941,+9.0000,+0.0000,+0.0000
121,1.00,81,True,0.0%,0.0%,0.0%,0.01,15.8,1.74,6.724,0.8601,0.9012,0.9477,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+34.0000,-2.3406,+0.1607,+8.1000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,24.3,0.27,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,1.00,20,True,0.0%,0.0%,0.0%,0.01,15.8,0.55,10.975,0.9500,1.0000,0.9600,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0049,+0.0068,+2.0000,+0.0000,+0.0000
131,0.00,90,False,0.0%,0.0%,0.0%,0.01,10.8,1.66,8.370,0.7852,0.9889,0.8302,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+58.0000,+0.0217,+2.4950,+9.0000,+0.0000,+0.0000
