map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
31,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.99,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
32,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.99,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
33,0.00,1,False,0.0%,0.0%,0.0%,inf,1.1,4.93,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
35,-3.22,35,False,0.0%,0.0%,100.0%,0.37,0.8,5.11,6.958,0.9810,1.0000,0.5854,+0.0000,-3.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0002,-0.0207,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0077,+2.7643,+3.5000,+0.0000,+0.0000
37,-8.05,90,False,0.0%,0.0%,0.0%,0.08,0.5,5.44,19.683,0.9963,1.0000,0.8788,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0006,-0.0474,+0.0000,+0.0000,-7.9000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0225,+6.3192,+9.0000,+0.0000,+79.0000
39,-0.91,90,False,0.0%,0.0%,0.0%,0.23,0.7,6.37,8.793,0.9778,0.5333,0.6226,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.6000,-0.2553,-0.0536,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,-10.2132,+7.1486,+9.0000,+0.0000,+0.0000
42,-0.33,90,False,0.0%,0.0%,0.0%,0.06,0.7,6.77,13.305,0.9889,1.0000,0.9672,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3000,+0.0006,-0.0305,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0224,+4.0607,+9.0000,+0.0000,+0.0000
45,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.32,0.000,1.0000,1.0000,0.9046,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0005,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0649,+0.0000,+0.0000,+0.0000
46,-4.07,26,False,100.0%,100.0%,0.0%,0.37,0.6,4.70,10.420,1.0000,0.6538,0.8478,-4.0420,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0182,-0.0062,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.7286,+0.8300,+2.6000,+0.0000,+0.0000
48,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,4.83,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
49,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.70,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
50,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.74,0.039,1.0000,1.0000,0.9899,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0003,+0.0000,-0.0008,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0429,+0.1000,+0.1000,+0.0000
53,-0.03,90,False,0.0%,0.0%,0.0%,0.16,0.6,5.83,6.563,1.0000,0.8667,0.6487,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0233,-0.0104,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.9321,+1.3887,+9.0000,+0.0000,+0.0000
54,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,4.93,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
55,-0.04,90,False,0.0%,0.0%,0.0%,0.33,0.5,5.19,3.223,1.0000,0.9444,0.9786,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0127,-0.0291,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5084,+3.8859,+9.0000,+0.0000,+0.0000
57,-4.87,86,True,0.0%,0.0%,0.0%,0.01,0.6,5.95,15.125,0.9884,0.9535,0.8694,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.3000,-0.0333,-0.0387,+0.0000,+0.0000,-5.5000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,-1.3339,+5.1570,+8.6000,+0.0000,+55.0000
58,0.90,1,True,0.0%,0.0%,0.0%,inf,1.1,4.91,3.499,0.6667,1.0000,0.5053,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0000,-0.0003,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0439,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,1.0,4.93,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,-0.57,90,False,0.0%,0.0%,0.0%,0.14,0.7,6.62,9.914,0.9815,0.8111,0.6379,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-0.0190,-0.0467,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+5.0000,-0.7600,+6.2265,+9.0000,+0.0000,+0.0000
68,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.00,0.000,1.0000,1.0000,0.0694,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0010,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.1340,+0.0000,+0.0000,+0.0000
70,0.88,48,True,0.0%,0.0%,0.0%,0.01,0.6,5.66,11.529,0.9931,1.0000,0.8900,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0003,-0.0245,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0120,+3.2630,+4.8000,+0.0000,+0.0000
71,-4.05,16,False,100.0%,100.0%,0.0%,0.26,0.8,5.46,7.096,0.9583,0.0000,0.8170,-3.7096,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.1341,-0.0022,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-5.3640,+0.2919,+1.6000,+0.0000,+0.0000
73,-0.24,90,False,0.0%,0.0%,0.0%,0.31,0.7,6.04,5.004,0.9926,0.8889,0.9123,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0242,-0.0190,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.9686,+2.5324,+9.0000,+0.0000,+0.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.10,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
75,-0.02,90,False,0.0%,0.0%,0.0%,0.16,0.5,5.22,8.320,1.0000,0.8222,0.9335,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0021,-0.0204,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0820,+2.7165,+9.0000,+0.0000,+0.0000
76,-5.12,13,False,100.0%,100.0%,0.0%,0.12,0.7,5.07,15.034,0.9487,0.7692,0.9660,-4.3165,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0002,-0.0035,+0.0000,+0.0000,-0.6000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.0085,+0.4688,+1.3000,+0.0000,+6.0000
77,0.90,1,True,0.0%,0.0%,0.0%,inf,1.4,5.65,0.916,0.6667,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,-0.0048,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,-0.1919,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,7.27,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,1.2,5.39,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
82,-1.36,90,False,0.0%,0.0%,0.0%,0.35,0.9,7.23,8.892,0.9926,0.3111,0.6164,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-1.1516,-0.0097,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-46.0651,+1.2962,+9.0000,+0.0000,+0.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,1.2,5.60,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,1.3,5.41,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,1.2,5.23,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,4.88,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,1.1,5.06,1.112,1.0000,1.0000,0.7567,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0007,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0002,+0.0956,+0.1000,+0.0000,+0.0000
93,0.90,1,True,0.0%,0.0%,0.0%,inf,1.2,5.08,2.034,0.6667,1.0000,0.8876,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.1000,+0.0000,-0.0002,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0213,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,1.0,5.17,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
97,-1.35,90,False,0.0%,0.0%,0.0%,0.36,0.7,5.80,6.313,0.9926,0.1444,0.6879,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-1.1496,-0.0006,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-45.9852,+0.0795,+9.0000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,5.02,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
100,-0.63,90,False,0.0%,0.0%,0.0%,0.04,0.5,5.47,13.177,0.9778,0.9778,0.7313,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.6000,+0.0005,-0.0327,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,+0.0218,+4.3630,+9.0000,+0.0000,+0.0000
101,-0.84,49,True,0.0%,0.0%,0.0%,0.01,0.5,4.83,12.924,0.9864,1.0000,0.6794,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,-0.2000,+0.0003,-0.0403,+0.0000,+0.0000,-1.6000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,+0.0120,+5.3756,+4.9000,+0.0000,+16.0000
105,-0.16,90,False,0.0%,0.0%,0.0%,0.18,0.7,6.11,12.962,0.9963,0.9889,0.7900,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.1000,+0.0006,-0.0561,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0222,+7.4748,+9.0000,+0.0000,+0.0000
107,-8.41,34,False,100.0%,100.0%,0.0%,0.68,0.6,5.20,19.636,1.0000,0.8824,0.5104,-4.9636,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0096,-0.0323,+0.0000,+0.0000,-3.4000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3853,+4.3008,+3.4000,+0.0000,+34.0000
108,-0.22,90,False,0.0%,0.0%,0.0%,0.23,0.6,5.27,1.387,0.9926,0.9222,0.8087,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0210,-0.0039,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.8418,+0.5188,+9.0000,+0.0000,+0.0000
110,-0.28,90,False,0.0%,0.0%,0.0%,0.18,0.6,6.40,6.021,0.9926,0.8556,0.7847,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.0298,-0.0546,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.1939,+7.2754,+9.0000,+0.0000,+0.0000
114,-0.10,90,False,0.0%,0.0%,0.0%,0.26,0.6,5.42,5.109,1.0000,0.8222,0.8927,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0634,-0.0383,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.5352,+5.1056,+9.0000,+0.0000,+0.0000
115,-0.04,90,False,0.0%,0.0%,0.0%,0.24,0.7,6.20,5.335,1.0000,0.9778,0.9754,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.0078,-0.0311,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.3124,+4.1525,+9.0000,+0.0000,+0.0000
118,-0.61,90,False,0.0%,0.0%,0.0%,0.02,0.8,6.32,4.333,0.9926,0.6444,0.3926,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,-0.3402,-0.0704,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-13.6070,+9.3838,+9.0000,+0.0000,+0.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,0.9,5.25,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.0025,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
120,-0.28,90,False,0.0%,0.0%,0.0%,0.19,0.6,5.31,7.950,0.9926,1.0000,0.6289,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0006,-0.0822,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0223,+10.9583,+9.0000,+0.0000,+0.0000
121,-0.01,90,False,0.0%,0.0%,0.0%,0.22,0.5,5.48,0.825,1.0000,1.0000,0.8505,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0005,-0.0090,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0220,+1.2020,+9.0000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,0.9,5.02,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,1.00,29,True,0.0%,0.0%,0.0%,0.01,0.6,5.25,7.523,0.9655,1.0000,0.9315,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0072,+0.1876,+2.9000,+0.0000,+0.0000
131,-3.32,36,False,0.0%,0.0%,100.0%,0.29,0.6,4.91,5.424,0.9722,0.0000,0.5552,+0.0000,-3.0000,+0.0000,+0.0000,+0.0000,-0.3000,+0.0002,-0.0235,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0064,+3.1357,+3.6000,+0.0000,+0.0000
