map_id,total_reward,num_steps,goal_reached,collision_rate,at_fault_collision_rate,offroad_rate,final_goal_distance,avg_planning_time_ms,total_time_s,mean_speed_mps,score_comfort,score_l_align,score_l_center,r_collision,r_offroad,r_goal,r_jerk_legacy,r_velocity,r_comfort,r_l_align,r_l_center,r_timestep,r_reverse,r_speed_limit,raw_collision,raw_offroad,raw_goal,raw_jerk_legacy,raw_velocity,raw_comfort,raw_l_align,raw_l_center,raw_timestep,raw_reverse,raw_speed_limit
22,1.00,1,True,0.0%,0.0%,0.0%,inf,7.5,0.25,0.000,0.6667,0.0000,0.7861,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0374,+0.1000,+0.0000,+0.0000
24,1.00,1,True,0.0%,0.0%,0.0%,inf,63.0,0.30,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
27,0.00,1,False,0.0%,0.0%,0.0%,inf,6.2,0.22,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
28,0.20,83,True,0.0%,0.0%,0.0%,0.01,20.0,2.39,13.942,0.9679,1.0000,0.9943,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.8000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+8.0000,+0.0207,-0.5830,+8.3000,+0.0000,+8.0000
29,1.00,1,True,0.0%,0.0%,0.0%,inf,41.8,0.34,0.666,0.0000,1.0000,0.5208,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0002,+0.0927,+0.1000,+0.0000,+0.0000
31,1.00,1,True,0.0%,0.0%,0.0%,inf,30.2,0.27,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
32,1.00,1,True,0.0%,0.0%,0.0%,inf,11.1,0.23,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
33,0.00,1,False,0.0%,0.0%,0.0%,inf,11.0,0.19,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
35,1.00,89,True,0.0%,0.0%,0.0%,0.01,14.9,1.93,10.699,0.9588,1.0000,0.9626,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+11.0000,+0.0219,-0.0276,+8.9000,+0.0000,+0.0000
37,-9.00,90,False,0.0%,0.0%,0.0%,0.02,5.5,0.96,20.787,0.9963,1.0000,0.9993,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-9.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0225,-0.7277,+9.0000,+0.0000,+90.0000
39,0.00,90,False,0.0%,0.0%,0.0%,0.11,24.7,3.54,11.327,0.9778,1.0000,0.9861,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,+0.0224,-0.4739,+9.0000,+0.0000,+0.0000
42,0.00,90,False,0.0%,0.0%,0.0%,0.05,22.7,4.14,13.374,0.9963,1.0000,0.9944,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0225,-0.6330,+9.0000,+0.0000,+0.0000
45,1.00,1,True,0.0%,0.0%,0.0%,inf,28.3,0.24,0.000,0.6667,1.0000,0.9049,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0122,+0.1000,+0.0000,+0.0000
46,0.00,90,False,0.0%,0.0%,0.0%,0.47,22.2,2.92,5.390,0.8519,0.9111,0.9598,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+40.0000,+0.0216,+0.0330,+9.0000,+0.0000,+0.0000
48,1.00,1,True,0.0%,0.0%,0.0%,inf,14.6,0.23,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
49,1.00,1,True,0.0%,0.0%,0.0%,inf,16.3,0.28,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
50,1.00,1,True,0.0%,0.0%,0.0%,inf,20.0,0.27,0.039,0.6667,1.0000,0.9897,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,-0.0060,+0.1000,+0.0000,+0.0000
53,0.00,90,False,0.0%,0.0%,0.0%,0.01,19.8,2.96,9.728,0.9926,1.0000,0.9747,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0224,-0.2543,+9.0000,+0.0000,+0.0000
54,1.00,1,True,0.0%,0.0%,0.0%,inf,8.4,0.28,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
55,0.00,90,False,0.0%,0.0%,0.0%,0.10,19.2,2.43,8.320,0.9926,1.0000,0.9957,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0225,-0.6575,+9.0000,+0.0000,+0.0000
57,-5.70,67,True,0.0%,0.0%,0.0%,0.01,25.4,2.67,19.480,0.9303,1.0000,0.9850,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-6.7000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+14.0000,+0.0167,-0.3354,+6.7000,+0.0000,+67.0000
58,1.00,1,True,0.0%,0.0%,0.0%,inf,10.6,0.26,3.499,0.6667,1.0000,0.5269,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0914,+0.1000,+0.0000,+0.0000
59,0.00,1,False,0.0%,0.0%,0.0%,inf,8.2,0.23,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
66,0.00,90,False,0.0%,0.0%,0.0%,0.09,27.3,4.23,10.883,0.9778,0.9889,0.9834,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+6.0000,-0.0470,-0.4282,+9.0000,+0.0000,+0.0000
68,-0.50,1,False,0.0%,0.0%,100.0%,inf,8.5,0.20,0.000,0.6667,0.0000,0.0724,+0.0000,-0.5000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.1842,+0.1000,+0.0000,+0.0000
70,1.00,44,True,0.0%,0.0%,0.0%,0.01,10.5,1.13,12.655,0.8864,1.0000,0.9788,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+15.0000,+0.0109,-0.1612,+4.4000,+0.0000,+0.0000
71,1.00,70,True,0.0%,0.0%,0.0%,0.01,29.8,3.60,8.900,0.8381,0.8714,0.9432,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+34.0000,-4.2938,-0.0883,+7.0000,+0.0000,+0.0000
73,-2.10,90,False,0.0%,0.0%,0.0%,0.01,31.6,4.50,11.447,0.9963,1.0000,0.9932,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.1000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0224,-0.6094,+9.0000,+0.0000,+21.0000
74,1.00,1,True,0.0%,0.0%,0.0%,inf,45.0,0.38,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
75,0.00,90,False,0.0%,0.0%,0.0%,0.08,14.5,1.90,10.035,0.9926,0.8778,0.9983,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0225,-0.7079,+9.0000,+0.0000,+0.0000
76,0.80,35,True,0.0%,0.0%,0.0%,0.01,15.0,1.15,11.774,0.8476,0.6286,0.9982,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.2000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+16.0000,+0.0087,-0.2747,+3.5000,+0.0000,+2.0000
77,1.00,1,True,0.0%,0.0%,0.0%,inf,24.1,0.21,0.916,0.3333,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+2.0000,-0.1003,+0.0000,+0.1000,+0.0000,+0.0000
78,1.00,1,True,0.0%,0.0%,0.0%,inf,30.4,0.28,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
79,1.00,1,True,0.0%,0.0%,0.0%,inf,41.6,0.27,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
82,0.00,90,False,0.0%,0.0%,0.0%,0.14,33.4,5.32,6.877,0.7370,0.8667,0.8904,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+71.0000,-2.7366,+1.2092,+9.0000,+0.0000,+0.0000
85,0.00,1,False,0.0%,0.0%,0.0%,inf,15.0,0.28,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
86,1.00,1,True,0.0%,0.0%,0.0%,inf,22.6,0.21,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
88,0.00,1,False,0.0%,0.0%,0.0%,inf,24.4,0.31,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
89,1.00,1,True,0.0%,0.0%,0.0%,inf,9.0,0.33,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
90,1.00,1,True,0.0%,0.0%,0.0%,inf,10.5,0.23,1.112,0.6667,1.0000,0.7625,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0424,+0.1000,+0.0000,+0.0000
93,1.00,1,True,0.0%,0.0%,0.0%,inf,21.4,0.39,2.034,0.6667,1.0000,0.8961,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+1.0000,+0.0002,+0.0141,+0.1000,+0.0000,+0.0000
96,1.00,1,True,0.0%,0.0%,0.0%,inf,38.6,0.46,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
97,0.00,90,False,0.0%,0.0%,0.0%,0.01,29.2,3.76,9.237,0.9259,0.9444,0.9747,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+20.0000,-2.1861,-0.2953,+9.0000,+0.0000,+0.0000
98,1.00,1,True,0.0%,0.0%,0.0%,inf,24.2,0.20,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
100,1.00,89,True,0.0%,0.0%,0.0%,0.01,10.9,1.46,14.022,0.9438,0.9888,0.9840,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+15.0000,+0.0221,-0.4294,+8.9000,+0.0000,+0.0000
101,-0.80,43,True,0.0%,0.0%,0.0%,0.01,11.2,0.81,14.868,0.6977,1.0000,0.9344,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.8000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+39.0000,+0.0106,+0.2412,+4.3000,+0.0000,+18.0000
105,0.00,90,False,0.0%,0.0%,0.0%,0.18,21.9,3.39,12.882,0.9926,0.9889,0.9941,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.0222,-0.6288,+9.0000,+0.0000,+0.0000
107,-7.80,90,False,0.0%,0.0%,0.0%,0.25,18.7,3.34,17.208,0.9481,1.0000,0.9808,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-7.8000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+14.0000,+0.0225,-0.3693,+7.9000,+0.0000,+78.0000
108,0.00,90,False,0.0%,0.0%,0.0%,0.17,17.7,2.44,2.838,0.9259,0.9444,0.9797,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+20.0000,-0.7694,-0.3792,+9.0000,+0.0000,+0.0000
110,0.00,90,False,0.0%,0.0%,0.0%,0.03,24.6,3.49,9.863,0.9444,0.9778,0.9837,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+15.0000,-0.3758,-0.4353,+9.0000,+0.0000,+0.0000
114,0.00,90,False,0.0%,0.0%,0.0%,0.06,27.2,3.48,9.552,0.9889,1.0000,0.9948,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+3.0000,+0.0225,-0.6413,+9.0000,+0.0000,+0.0000
115,0.00,90,False,0.0%,0.0%,0.0%,0.05,25.8,3.75,9.468,0.9963,1.0000,0.9949,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0224,-0.6432,+9.0000,+0.0000,+0.0000
118,0.00,90,False,0.0%,0.0%,0.0%,0.28,26.2,3.89,4.931,0.8963,0.9667,0.9624,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+28.0000,+0.0219,-0.0154,+9.0000,+0.0000,+0.0000
119,1.00,1,True,0.0%,0.0%,0.0%,inf,8.1,0.22,0.000,1.0000,0.0000,0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,-0.1003,+0.0000,+0.0000,+0.0000,+0.0000
120,0.00,90,False,0.0%,0.0%,0.0%,0.07,21.0,2.75,10.465,0.9852,1.0000,0.9874,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+4.0000,+0.0224,-0.4985,+9.0000,+0.0000,+0.0000
121,1.00,81,True,0.0%,0.0%,0.0%,0.01,13.8,1.69,6.724,0.8601,0.9012,0.9477,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+34.0000,-2.3406,+0.1607,+8.1000,+0.0000,+0.0000
122,0.00,1,False,0.0%,0.0%,0.0%,inf,24.7,0.31,0.000,1.0000,0.0000,1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000
124,1.00,20,True,0.0%,0.0%,0.0%,0.01,15.8,0.60,10.975,0.9500,1.0000,0.9600,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.0000,+0.0000,+3.0000,+0.0049,+0.0068,+2.0000,+0.0000,+0.0000
131,0.00,90,False,0.0%,0.0%,0.0%,0.01,11.1,1.82,8.370,0.7852,0.9889,0.8302,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+58.0000,+0.0217,+2.4950,+9.0000,+0.0000,+0.0000
